TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ott_id	name	rank	tax_sources	flags	match_type	bio_concept_code
397	species	musduc	Muscovy Duck	Cairina moschata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			714469	Cairina moschata	species	ncbi:8855,worms:422571,gbif:9751099,irmng:10197082		canonical_match	8DE14046
400	species	grnpyg1	Green Pygmy-Goose	Nettapus pulchellus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			436835	Nettapus pulchellus	species	ncbi:45642,gbif:2498309,irmng:10766390		canonical_match	D040868F
401	species	copgoo1	Cotton Pygmy-Goose	Nettapus coromandelianus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			436833	Nettapus coromandelianus	species	ncbi:45641,gbif:2498310,irmng:10197081		canonical_match	90AAE188
404	species	afrpyg1	African Pygmy-Goose	Nettapus auritus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822330	Nettapus auritus	species	ncbi:658922,worms:212675,gbif:2498313,irmng:11288491		canonical_match	EC7C1618
405	species	rintea1	Ringed Teal	Callonetta leucophrys	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552044	Callonetta leucophrys	species	ncbi:75871,gbif:2498384,irmng:10857958,irmng:10762313		canonical_match	45C1096F
406	species	wooduc	Wood Duck	Aix sponsa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765195	Aix sponsa	species	ncbi:8833,worms:158938,gbif:2498387,irmng:10840166		canonical_match	27B2749A
408	species	manduc	Mandarin Duck	Aix galericulata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765197	Aix galericulata	species	ncbi:8832,worms:416679,gbif:2498388,irmng:10455803		canonical_match	E1714A09
410	species	manduc1	Maned Duck	Chenonetta jubata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			436829	Chenonetta jubata	species	ncbi:45644,worms:225938,gbif:2498046,irmng:10197078	sibling_higher	canonical_match	149A8E7E
411	species	finduc1	Finsch's Duck	Chenonetta finschi	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595898	Chenonetta finschi	species	gbif:4966422,irmng:11319728	sibling_higher	canonical_match	B3A6E16F
412	species	bratea1	Brazilian Teal	Amazonetta brasiliensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30845	Amazonetta brasiliensis	species	ncbi:75867,gbif:2498411,irmng:10197079		canonical_match	DDFC6B2B
415	species	bluduc1	Blue Duck	Hymenolaimus malacorhynchos	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			423364	Hymenolaimus malacorhynchos	species	ncbi:337036,gbif:2498332,irmng:11305154		canonical_match	C7FB4E76
416	species	torduc1	Torrent Duck	Merganetta armata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			196654	Merganetta armata	species	ncbi:658919,gbif:2498275,irmng:10976327		canonical_match	C1068510
423	species	saltea1	Salvadori's Teal	Salvadorina waigiuensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595964	Salvadorina waigiuensis	species	gbif:2498040,irmng:10218675,irmng:10537431		canonical_match	A9FC6BC0
424	species	baitea	Baikal Teal	Sibirionetta formosa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1086566	Sibirionetta formosa	species	ncbi:56278,worms:416681,gbif:2498107,irmng:11382667		canonical_match	63EABB42
425	species	gargan	Garganey	Spatula querquedula	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604176	Anas querquedula	species	ncbi:75856,worms:159169,gbif:2498083,irmng:11267700	sibling_higher	synonym_match	F577BA0F
426	species	hottea1	Hottentot Teal	Spatula hottentota	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82424	Anas hottentota	species	ncbi:75849,gbif:2498071,irmng:10189552	sibling_higher	hand_match_eliot	FA831F65
427	species	siltea1	Silver Teal	Spatula versicolor	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30854	Anas versicolor	species	ncbi:75863,worms:225925,gbif:2498114,irmng:11429055	sibling_higher	hand_match_eliot	C8F1E992
430	species	puntea1	Puna Teal	Spatula puna	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604186	Anas puna	species	ncbi:75855,gbif:2498131,irmng:10424903	sibling_higher	hand_match_eliot	86B0BAFA
431	species	buwtea	Blue-winged Teal	Spatula discors	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82415	Anas discors	species	ncbi:75842,worms:159167,gbif:2498073,irmng:10839936	sibling_higher	synonym_match	90E2543E
432	species	cintea	Cinnamon Teal	Spatula cyanoptera	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			911468	Anas cyanoptera cyanoptera	subspecies	ncbi:75896 	sibling_higher	sub_spp_fix_ejm	0E599E6C
440	species	redsho1	Red Shoveler	Spatula platalea	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604173	Anas platalea	species	ncbi:75853,worms:225964,gbif:2498138,irmng:10716848	sibling_higher	hand_match_eliot	CEFACC86
441	species	capsho1	Cape Shoveler	Spatula smithii	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604189	Anas smithii	species	ncbi:75859,gbif:2498118,irmng:10218412	sibling_higher	hand_match_eliot	4670CF43
442	species	aussho1	Australian Shoveler	Spatula rhynchotis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			962755	Anas rhynchotis	species	ncbi:45633,worms:225951,gbif:2498145,irmng:10195877	sibling_higher	synonym_match	A21E7645
443	species	norsho	Northern Shoveler	Spatula clypeata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656794	Anas clypeata	species	ncbi:75838,worms:158941,gbif:2498089,irmng:11106046	sibling_higher	synonym_match	ED4CE8E7
447	species	gadwal	Gadwall	Mareca strepera	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30856	Mareca strepera	species	ncbi:75861,worms:159171,irmng:10855351		canonical_match	C235A4D7
451	species	falduc	Falcated Duck	Mareca falcata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82420	Mareca falcata	species	ncbi:75844,worms:558753,gbif:2498096,irmng:10765544		canonical_match	978D4485
454	species	eurwig	Eurasian Wigeon	Mareca penelope	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765180	Mareca penelope	species	ncbi:8838,worms:159168,gbif:2498111,irmng:11307816		canonical_match	15EE0D36
456	species	amewig	American Wigeon	Mareca americana	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656788	Mareca americana	species	ncbi:75832,worms:158940,gbif:2498154,irmng:10839935		canonical_match	D201EB72
463	species	chiwig1	Chiloe Wigeon	Mareca sibilatrix	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604188	Mareca sibilatrix	species	ncbi:75858,worms:225763,gbif:2498110,irmng:11164829		canonical_match	0B8AF41F
464	species	amsduc1	Amsterdam Duck	Mareca marecula	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			6520322	Mareca marecula	-	additions-6520264-6520323:6520322	-	new_taxon_amendment	B52611C1
465	species	afbduc1	African Black Duck	Anas sparsa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30858	Anas sparsa	species	ncbi:75860,worms:881646,gbif:2498148,irmng:10195879	sibling_higher	canonical_match	1EAFAD9F
468	species	yebduc1	Yellow-billed Duck	Anas undulata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30855	Anas undulata	species	ncbi:75862,worms:212713,gbif:2498156,irmng:11409003	sibling_higher	canonical_match	7F64AD87
471	species	melduc1	Meller's Duck	Anas melleri	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604172	Anas melleri	species	ncbi:75852,gbif:2498076,irmng:10195875	sibling_higher	canonical_match	9BA03AF9
472	species	pabduc1	Pacific Black Duck	Anas superciliosa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			962757	Anas superciliosa	species	ncbi:45632,worms:225996,gbif:2498084,irmng:11195467,irmng:10537843	sibling_higher	canonical_match	07479AD9
475	species	layduc	Laysan Duck	Anas laysanensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			339494	Anas laysanensis	species	ncbi:75850,gbif:2498109,irmng:10195881	sibling_higher	canonical_match	3F444E5A
476	species	hawduc	Hawaiian Duck	Anas wyvilliana	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			133895	Anas wyvilliana	species	ncbi:500303,gbif:2498072,irmng:11108744	sibling_higher	canonical_match	250EA983
477	species	phiduc1	Philippine Duck	Anas luzonica	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604175	Anas luzonica	species	ncbi:75851,gbif:2498108,irmng:11072966	sibling_higher	canonical_match	9AA3E5C2
478	species	isbduc1	Indian Spot-billed Duck	Anas poecilorhyncha	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604182	Anas poecilorhyncha	species	ncbi:75854,gbif:9450106,irmng:10218411	sibling_higher	canonical_match	759C5EB8
481	species	spbduc	Eastern Spot-billed Duck	Anas zonorhyncha	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30850	Anas zonorhyncha	species	ncbi:75864	sibling_higher	canonical_match	E21470F9
483	species	mallar3	Mallard	Anas platyrhynchos	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765167	Anas platyrhynchos	species	ncbi:8839,worms:148791,gbif:9761484,irmng:10840147	sibling_higher	canonical_match	85625D75
502	species	mexduc	Mexican Duck	Anas diazi	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82410	Anas diazi	species	ncbi:75841,irmng:10195866	sibling_higher	canonical_match	42CF45FE
505	species	ambduc	American Black Duck	Anas rubripes	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			604178	Anas rubripes	species	ncbi:75857,worms:159170,gbif:9581438,irmng:10195867	sibling_higher	canonical_match	C732CB10
509	species	motduc	Mottled Duck	Anas fulvigula	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82422	Anas fulvigula	species	ncbi:75846,worms:422572,gbif:2498080,irmng:10195575	sibling_higher	canonical_match	697B933E
518	species	captea1	Cape Teal	Anas capensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765188	Anas capensis	species	ncbi:8837,worms:212711,gbif:2498094,irmng:10189549	sibling_higher	canonical_match	25DA0F41
519	species	whcpin	White-cheeked Pintail	Anas bahamensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656778	Anas bahamensis	species	ncbi:75834,worms:422573,gbif:2498090,irmng:10923572	sibling_higher	canonical_match	D2F97D13
525	species	rebduc1	Red-billed Duck	Anas erythrorhyncha	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82414	Anas erythrorhyncha	species	ncbi:75843,worms:212712,gbif:2498064,irmng:11170220	sibling_higher	canonical_match	8F6876AC
526	species	norpin	Northern Pintail	Anas acuta	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			855474	Anas acuta	species	ncbi:28680,worms:158939,gbif:2498112,irmng:10587754	sibling_higher	canonical_match	56CCA717
533	species	eatpin1	Eaton's Pintail	Anas eatoni	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595905	Anas eatoni	species	worms:225778,gbif:2498098,irmng:11095543	sibling_higher	canonical_match	8899CF64
536	species	yebpin1	Yellow-billed Pintail	Anas georgica	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82421	Anas georgica	species	ncbi:75847,worms:225775,gbif:2498127,irmng:10189551	sibling_higher	canonical_match	B940CCD5
541	species	gnwtea	Green-winged Teal	Anas crecca	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656799	Anas crecca	species	ncbi:75839,worms:158943,gbif:8214667,irmng:10195576	sibling_higher	canonical_match	BC6C3CCE
554	species	spetea3	Andean Teal	Anas andium	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			770733	Anas flavirostris andium	subspecies	ncbi:658907	infraspecific	hand_match_eliot	0642F0F9
557	species	yebtea1	Yellow-billed Teal	Anas flavirostris	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			911469	Anas flavirostris flavirostris	species	ncbi:75897 		sub_spp_fix_ejm	D4263C69
562	species	mauduc1	Mauritius Duck	Anas theodori	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595907	Anas theodori	species	gbif:5788486	sibling_higher	canonical_match	08F2BBC6
563	species	andtea1	Andaman Teal	Anas albogularis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595906	Anas albogularis	species	gbif:6085475	sibling_higher	canonical_match	EDB1BDAA
564	species	suntea1	Sunda Teal	Anas gibberifrons	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			82425	Anas gibberifrons	species	ncbi:75848,gbif:2498104,irmng:11217829	sibling_higher	canonical_match	EC92E98D
565	species	gretea1	Gray Teal	Anas gracilis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			282358	Anas gracilis	species	ncbi:45630,worms:225947,gbif:2498095,irmng:11009775	sibling_higher	canonical_match	9CBAFD8F
569	species	chetea1	Chestnut Teal	Anas castanea	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			282355	Anas castanea	species	ncbi:45631,gbif:2498097,irmng:10942021	sibling_higher	canonical_match	DBF66606
573	species	bertea1	Bernier's Teal	Anas bernieri	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656779	Anas bernieri	species	ncbi:75835,gbif:2498117,irmng:10764442	sibling_higher	canonical_match	7CBD0D73
574	species	auitea1	Auckland Islands Teal	Anas aucklandica	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656791	Anas aucklandica	species	ncbi:75833,worms:225949,gbif:8980531,gbif:2498078,irmng:10839684	sibling_higher	canonical_match	92C1E596
575	species	caitea1	Campbell Islands Teal	Anas nesiotis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			877771	Anas nesiotis	species	ncbi:101514,worms:567393,gbif:2498120,irmng:10533694	sibling_higher	canonical_match	E804C52B
576	species	brotea1	Brown Teal	Anas chlorotis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			656784	Anas chlorotis	species	ncbi:75837,worms:226003,gbif:2498063,irmng:10811262	sibling_higher	canonical_match	DF842C45
581	species	pieduc1	Pink-eared Duck	Malacorhynchus membranaceus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1082830	Malacorhynchus membranaceus	species	ncbi:45646,gbif:5232435,irmng:10200386		canonical_match	FE03DD1E
582	species	martea1	Marbled Teal	Marmaronetta angustirostris	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552052	Marmaronetta angustirostris	species	ncbi:75875,gbif:2498390,irmng:10940193,irmng:10586880		canonical_match	6362936E
583	species	pihduc1	Pink-headed Duck	Rhodonessa caryophyllacea	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595948	Rhodonessa caryophyllacea	species	ncbi:2025362,gbif:2498189,irmng:10200385		canonical_match	8D0294E1
584	species	whwduc1	White-winged Duck	Asarcornis scutulata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30843	Asarcornis scutulata	species	ncbi:75869,gbif:2498183,irmng:10851952		canonical_match	FDB6503B
585	species	recpoc	Red-crested Pochard	Netta rufina	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			693335	Netta rufina	species	ncbi:30387,worms:416688,gbif:2498180,irmng:11303621		canonical_match	3EC2CDA9
587	species	soupoc1	Southern Pochard	Netta erythrophthalma	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822334	Netta erythrophthalma	species	ncbi:658921,gbif:2498177,irmng:10940679		canonical_match	36C0242E
590	species	robpoc1	Rosy-billed Pochard	Netta peposaca	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			857019	Netta peposaca	species	ncbi:541013,worms:225981,gbif:2498181,irmng:11009232		canonical_match	03A3B616
591	species	canvas	Canvasback	Aythya valisineria	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			832938	Aythya valisineria	species	ncbi:110915,worms:159173,gbif:2498256,irmng:10884721		canonical_match	1929E1E1
592	species	redhea	Redhead	Aythya americana	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			693332	Aythya americana	species	ncbi:30385,worms:159162,gbif:2498263,irmng:10195882		canonical_match	3072CC16
595	species	compoc	Common Pochard	Aythya ferina	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			817989	Aythya ferina	species	ncbi:219593,worms:232037,gbif:2498255,irmng:10585295		canonical_match	A96692E0
597	species	rinduc	Ring-necked Duck	Aythya collaris	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1044563	Aythya collaris	species	ncbi:189535,worms:159163,gbif:2498264,irmng:10195883		canonical_match	0783A7EA
600	species	ferduc	Ferruginous Duck	Aythya nyroca	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			789865	Aythya nyroca	species	ncbi:197939,worms:416686,gbif:2498259,irmng:10199828		canonical_match	7CF91527
603	species	madpoc1	Madagascar Pochard	Aythya innotata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595901	Aythya innotata	species	gbif:2498258,irmng:10199827		canonical_match	691757FF
604	species	baepoc1	Baer's Pochard	Aythya baeri	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595900	Aythya baeri	species	gbif:2498260,irmng:10851935		canonical_match	750FE708
607	species	wheduc1	Hardhead	Aythya australis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			962759	Aythya australis	species	ncbi:45635,worms:225997,gbif:2498269,irmng:10594658		canonical_match	ABEF107C
609	species	tufduc	Tufted Duck	Aythya fuligula	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			817992	Aythya fuligula	species	ncbi:219594,worms:159164,gbif:2498261,irmng:10200088		canonical_match	67CEA1C1
615	species	nezsca1	New Zealand Scaup	Aythya novaeseelandiae	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595899	Aythya novaeseelandiae	species	ncbi:2497792,worms:225994,gbif:2498262,irmng:10728767		canonical_match	3C157679
616	species	gresca	Greater Scaup	Aythya marila	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1044561	Aythya marila	species	ncbi:189534,worms:159172,gbif:2498265,irmng:11059080		canonical_match	25C94A8F
622	species	lessca	Lesser Scaup	Aythya affinis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1044556	Aythya affinis	species	ncbi:189533,worms:159161,gbif:2498257,irmng:10762371		canonical_match	5.0566E+054
632	species	steeid	Steller's Eider	Polysticta stelleri	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			1050966	Polysticta stelleri	species	ncbi:234623,worms:232041,gbif:5232431,irmng:10999908		canonical_match	BA07D016
633	species	speeid	Spectacled Eider	Somateria fischeri	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			430245	Somateria fischeri	species	ncbi:50367,worms:422886,gbif:2498366,irmng:10594097		canonical_match	7D8BF5CC
634	species	kineid	King Eider	Somateria spectabilis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			633262	Somateria spectabilis	species	ncbi:203439,worms:137075,gbif:2498350,irmng:11342721		canonical_match	F3D74914
636	species	comeid	Common Eider	Somateria mollissima	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			785961	Somateria mollissima	species	ncbi:76058,worms:137074,gbif:2498352,irmng:11099727		canonical_match	B77377EE
647	species	harduc	Harlequin Duck	Histrionicus histrionicus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			679317	Histrionicus histrionicus	species	ncbi:68165,worms:159092,gbif:2498224,irmng:10199833		canonical_match	BCBD2EAE
648	species	labduc	Labrador Duck	Camptorhynchus labradorius	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			526047	Camptorhynchus labradorius	species	ncbi:399386,worms:159202,irmng:10840879		canonical_match	80897D19
649	species	sursco	Surf Scoter	Melanitta perspicillata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			972536	Melanitta perspicillata	species	ncbi:371863,worms:159095,gbif:2498246,irmng:10594098		canonical_match	624078BA
650	species	whwsco3	Velvet Scoter	Melanitta fusca	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			972541	Melanitta fusca	species	ncbi:371864,worms:137072,gbif:2498238,irmng:10193185		canonical_match	BAF44E36
